price,bed,bath,sqft,type,yearbuilt,heating,cooling,area,parking_spaces,parking1,parking2,parking3
1620880.0,3.0,3.0,2172.0,Condo,2020.0,,,South Bay,,,,
1349800.0,2.0,3.0,2264.0,Condo,2004.0,Forced air,Central,South Bay,,Attached Garage,,
2042135.0,4.0,,,Single Family,1977.0,Other,,South Bay,,Attached Garage,,
1228000.0,3.0,3.0,1290.0,Townhouse,1972.0,Forced air,,South Bay,,Detached Garage,,
1719000.0,3.0,4.0,2249.0,Townhouse,2020.0,,,South Bay,2.0,,,
1072880.0,2.0,2.0,1202.0,Townhouse,2020.0,,,South Bay,,,,
1550974.0,4.0,,,Single Family,1986.0,Other,,South Bay,,Attached Garage,,
1998000.0,4.0,2.0,2340.0,Single Family,1965.0,Forced air,,South Bay,,Attached Garage,,
1371880.0,2.0,2.0,1740.0,Condo,2020.0,,,South Bay,,,,
1009880.0,2.0,2.0,1144.0,Townhouse,2020.0,,,South Bay,,,,
778000.0,2.0,1.0,950.0,Condo,1980.0,Other,,South Bay,,,,
1492381.0,2.0,,,Single Family,1988.0,Other,,South Bay,,Attached Garage,,
19500000.0,5.0,8.0,8701.0,Single Family,2013.0,,,East Bay,,Detached Garage,,
1324785.0,4.0,,,Single Family,1955.0,,,East Bay,,Detached Garage,,
1149800.0,3.0,2.0,1688.0,Single Family,1972.0,,,East Bay,,Detached Garage,,
1050000.0,3.0,3.0,1523.0,Single Family,1955.0,Forced air,Central,East Bay,2.0,,,
1026880.0,3.0,3.0,1729.0,Townhouse,2020.0,Forced air,,East Bay,2.0,,,
932058.0,3.0,,,Single Family,1967.0,,,East Bay,,Attached Garage,,
799000.0,3.0,3.0,1284.0,Condo,1988.0,,,East Bay,,Detached Garage,,
941332.0,3.0,3.0,1774.0,Townhouse,2020.0,,,East Bay,2.0,,,
539900.0,2.0,2.0,990.0,Condo,1987.0,Forced air,,East Bay,2.0,,,
600000.0,2.0,1.0,1080.0,Single Family,1972.0,Forced air,Central,East Bay,,Carport,,
941332.0,3.0,3.0,1774.0,Townhouse,2020.0,,,East Bay,2.0,,,
838000.0,3.0,3.0,1298.0,Townhouse,1986.0,Forced air,,East Bay,2.0,,,
618713.0,2.0,1.0,748.0,Single Family,1905.0,,,East Bay,,Detached Garage,,
990000.0,3.0,3.0,1762.0,Single Family,1961.0,Forced air,,East Bay,2.0,,,
3800000.0,,,9648105.0,,,,,East Bay,,,,
1499800.0,5.0,4.0,3152.0,Single Family,1990.0,Forced air,Central,East Bay,2.0,,,
1200000.0,3.0,2.0,1648.0,Single Family,1963.0,Forced air,Other,East Bay,,Attached Garage,,
125000.0,2.0,1.0,760.0,Miscellaneous,1970.0,Forced air,Central,East Bay,2.0,,,
899000.0,3.0,,,Condo,2007.0,Forced air,Central,East Bay,,Attached Garage,,
156000.0,2.0,2.0,1344.0,Miscellaneous,,,,East Bay,,,,
1149888.0,3.0,2.0,1251.0,Single Family,1959.0,Forced air,Central,East Bay,2.0,,,
198000.0,2.0,2.0,1344.0,Miscellaneous,1969.0,,,East Bay,,,,
860981.0,3.0,3.0,1436.0,Townhouse,,,,East Bay,1.0,,,
749888.0,2.0,3.0,1213.0,Townhouse,1983.0,Forced air,Central,East Bay,2.0,,,
379000.0,,,130680.0,,,,,East Bay,,,,
1718000.0,,,,Multi Family,1963.0,Forced air,,East Bay,,Carport,,
690036.0,2.0,,,Condo,1987.0,,,East Bay,,,,
680265.0,2.0,,,Single Family,1964.0,,,East Bay,,Detached Garage,,
713815.0,2.0,1.0,1036.0,Single Family,1904.0,,,East Bay,,Carport,,
436178.0,2.0,,,Condo,1986.0,,,East Bay,,Detached Garage,,
950000.0,3.0,3.0,1236.0,Single Family,1981.0,Forced air,Central,East Bay,2.0,,,
984990.0,3.0,3.0,1652.0,Townhouse,2020.0,,,East Bay,2.0,,,
975000.0,4.0,3.0,1872.0,Single Family,1960.0,Forced air,,East Bay,2.0,,,
975000.0,3.0,2.0,1403.0,Single Family,1925.0,Forced air,Central,East Bay,,Carport,,
1149000.0,3.0,3.0,2200.0,Single Family,1900.0,Forced air,,East Bay,,Off street,On street,
941332.0,3.0,3.0,1774.0,Townhouse,2020.0,,,East Bay,2.0,,,
1049880.0,4.0,4.0,1849.0,Townhouse,2020.0,Forced air,,East Bay,2.0,,,
629888.0,2.0,2.0,840.0,Condo,1988.0,Forced air,,East Bay,1.0,,,
630000.0,3.0,2.0,1166.0,Townhouse,1971.0,Forced air,,East Bay,,Carport,,
1599000.0,6.0,4.0,3128.0,Single Family,1985.0,Forced air,Central,East Bay,2.0,,,
678800.0,2.0,2.0,1168.0,Condo,1989.0,Forced air,Central,East Bay,1.0,,,
1049061.0,4.0,3.0,1586.0,Single Family,1960.0,Other,Central,East Bay,2.0,,,
858880.0,2.0,3.0,1283.0,Townhouse,2020.0,Forced air,,East Bay,2.0,,,
1159000.0,3.0,2.0,1526.0,Single Family,1958.0,Forced air,,East Bay,,Attached Garage,,
941332.0,3.0,3.0,1774.0,Townhouse,,,,East Bay,2.0,,,
1074356.0,4.0,,,Single Family,1965.0,,,East Bay,,Detached Garage,,
861833.0,3.0,,,Single Family,1956.0,,,East Bay,,Detached Garage,,
899990.0,3.0,3.0,1774.0,Townhouse,,,,East Bay,2.0,,,
356693.0,1.0,,,Condo,1986.0,,,East Bay,,Detached Garage,,
949800.0,2.0,1.5,1296.0,Single Family,1988.0,Forced air,,East Bay,2.0,,,
584800.0,2.0,2.0,840.0,Condo,1988.0,,,East Bay,,Detached Garage,,
1125571.0,3.0,,,Single Family,1959.0,,,East Bay,,Detached Garage,,
1011956.0,3.0,,,Single Family,1993.0,,,East Bay,,Detached Garage,,
941332.0,3.0,3.0,1774.0,Townhouse,2020.0,,,East Bay,2.0,,,
1084537.0,3.0,,,Single Family,1964.0,,,East Bay,,Detached Garage,,
1649888.0,4.0,3.0,2591.0,Single Family,2001.0,Forced air,Central,East Bay,2.0,,,
846056.0,3.0,,,Single Family,1953.0,,,East Bay,,Detached Garage,,
749000.0,2.0,3.0,1210.0,Condo,2015.0,Forced air,Central,East Bay,,,,
499999.0,3.0,2.0,1101.0,Condo,1974.0,Other,Other,East Bay,,Carport,,
899000.0,3.0,3.0,1668.0,Townhouse,2005.0,Forced air,,East Bay,2.0,,,
1278117.0,4.0,,,Single Family,1991.0,,,East Bay,,Detached Garage,,
519900.0,2.0,2.0,988.0,Condo,1984.0,Forced air,,East Bay,,Carport,,
941332.0,3.0,3.0,1774.0,Townhouse,2020.0,,,East Bay,2.0,,,
734367.0,2.0,1.0,766.0,Single Family,1953.0,,,East Bay,,Detached Garage,,
907425.0,3.0,3.0,1441.0,Townhouse,2020.0,,,East Bay,1.0,,,
699000.0,2.0,2.0,1178.0,Condo,2000.0,Forced air,Central,East Bay,1.0,,,
828880.0,2.0,3.0,1226.0,Townhouse,2020.0,Forced air,,East Bay,2.0,,,
1106879.0,3.0,,,Single Family,1964.0,Forced air,Central,East Bay,2.0,,,
949000.0,3.0,2.0,1360.0,Single Family,1960.0,Forced air,Central,East Bay,2.0,,,
539475.0,2.0,,,Townhouse,1980.0,,,East Bay,,,,
1099888.0,3.0,2.0,1776.0,Single Family,1963.0,Forced air,Central,East Bay,2.0,,,
799000.0,2.0,3.0,1174.0,Single Family,1999.0,Forced air,Central,East Bay,,On street,Attached Garage,
1032547.0,4.0,2.0,1515.0,Single Family,1958.0,Forced air,,East Bay,,Attached Garage,,
599000.0,2.0,2.0,1042.0,Condo,1972.0,Forced air,Central,East Bay,1.0,,,
955164.0,3.0,2.0,1479.0,Condo,2020.0,,,East Bay,2.0,,,
980911.0,3.0,2.0,1528.0,Condo,2020.0,,,East Bay,2.0,,,
2000000.0,,,,Multi Family,1945.0,Forced air,Other,East Bay,3.0,,,
684800.0,2.0,2.0,850.0,Condo,1994.0,Forced air,Central,East Bay,1.0,,,
824880.0,2.0,3.0,1326.0,Townhouse,2020.0,,,East Bay,,,,
893880.0,2.0,3.0,1432.0,Townhouse,2020.0,,,East Bay,,,,
948000.0,3.0,4.0,1411.0,Townhouse,2020.0,Forced air,,East Bay,2.0,,,
305000.0,3.0,2.0,1560.0,Miscellaneous,2001.0,Forced air,,East Bay,2.0,,,
948827.0,,,,Single Family,1963.0,,,East Bay,,Detached Garage,,
991880.0,3.0,3.0,1786.0,Townhouse,2020.0,,,East Bay,,,,
1128000.0,3.0,3.0,1422.0,Single Family,1994.0,Forced air,Central,East Bay,,Attached Garage,,
904000.0,2.0,3.0,1502.0,Townhouse,,,,East Bay,,,,
1099800.0,3.0,2.0,1360.0,Single Family,1957.0,Forced air,Central,East Bay,,Attached Garage,,
759999.0,2.0,2.0,1244.0,Condo,2009.0,Forced air,Central,East Bay,2.0,,,
928888.0,3.0,2.0,1096.0,Single Family,1963.0,Forced air,Other,East Bay,2.0,,,
1399950.0,3.0,3.0,1375.0,Single Family,1987.0,Forced air,Central,East Bay,,Attached Garage,,
1618183.0,5.0,5.0,3356.0,Single Family,2020.0,,,East Bay,2.0,,,
890748.0,2.0,2.0,1279.0,Condo,2020.0,,,East Bay,1.0,,,
638888.0,2.0,2.0,1336.0,Condo,1974.0,Other,Other,East Bay,1.0,,,
996803.0,3.0,2.0,1504.0,Condo,2020.0,,,East Bay,2.0,,,
775000.0,4.0,1.0,1325.0,Single Family,1954.0,Forced air,,East Bay,1.0,,,
1299950.0,3.0,2.0,1720.0,Single Family,1955.0,Forced air,Central,East Bay,,Attached Garage,,
871990.0,2.0,3.0,1439.0,Townhouse,2020.0,,,East Bay,2.0,,,
1236707.0,3.0,,,Single Family,1958.0,,,East Bay,,Detached Garage,,
950000.0,3.0,2.0,1153.0,Single Family,1963.0,Forced air,Central,East Bay,2.0,,,
1073880.0,3.0,3.0,2181.0,Townhouse,2020.0,,,East Bay,,,,
1120000.0,4.0,4.0,1746.0,Townhouse,2010.0,Forced air,Central,East Bay,2.0,,,
1062565.0,3.0,3.0,1701.0,Condo,2020.0,,,East Bay,2.0,,,
888888.0,3.0,2.0,1000.0,Single Family,1955.0,Forced air,Central,East Bay,2.0,,,
2105122.0,12.0,,,Single Family,1991.0,,,East Bay,,,,
813880.0,2.0,3.0,1273.0,Townhouse,2020.0,,,East Bay,,,,
439000.0,1.0,1.0,693.0,Condo,1987.0,Other,,East Bay,1.0,,,
1016990.0,3.0,4.0,2084.0,Townhouse,2020.0,,,East Bay,2.0,,,
1164880.0,4.0,4.0,2268.0,Townhouse,2020.0,,,East Bay,,,,
886164.0,4.0,,,Single Family,1963.0,,,East Bay,,Detached Garage,,
499000.0,2.0,1.0,857.0,Condo,1990.0,Other,Other,East Bay,1.0,,,
1035000.0,3.0,2.0,1528.0,Condo,2019.0,Forced air,Central,East Bay,,Attached Garage,,
893123.0,2.0,2.0,1279.0,Condo,2020.0,,,East Bay,1.0,,,
798000.0,2.0,2.0,1201.0,Condo,2020.0,,,East Bay,1.0,,,
1159880.0,4.0,4.0,2221.0,Townhouse,2020.0,,,East Bay,,,,
940940.0,3.0,,,Single Family,1961.0,,,East Bay,,Detached Garage,,
844651.0,3.0,,,Condo,1994.0,,,East Bay,,Detached Garage,,
946406.0,3.0,2.0,1523.0,Condo,2020.0,,,East Bay,2.0,,,
949800.0,3.0,2.0,1580.0,Single Family,1960.0,,,East Bay,2.0,,,
1073880.0,3.0,3.0,2176.0,Townhouse,2020.0,,,East Bay,,,,
899880.0,2.0,3.0,1502.0,Townhouse,2020.0,,,East Bay,,,,
929800.0,3.0,2.0,1158.0,Single Family,1959.0,,,East Bay,,Detached Garage,,
1030996.0,3.0,3.0,1712.0,Condo,2020.0,,,East Bay,2.0,,,
855000.0,2.0,2.0,1279.0,Condo,2020.0,,,East Bay,1.0,,,
590000.0,2.0,2.0,1052.0,Condo,1983.0,Forced air,,East Bay,1.0,,,
1039950.0,3.0,2.0,1347.0,Single Family,1963.0,Forced air,,East Bay,2.0,,,
945000.0,3.0,1.0,975.0,Single Family,1959.0,Other,,East Bay,2.0,,,
949000.0,4.0,2.0,1427.0,Single Family,1963.0,Forced air,Central,East Bay,2.0,,,
1016990.0,3.0,4.0,2084.0,Townhouse,2020.0,,,East Bay,2.0,,,
1194381.0,4.0,4.0,2268.0,Townhouse,,,,East Bay,,,,
1031019.0,3.0,3.0,1786.0,Townhouse,,,,East Bay,,,,
1100000.0,3.0,3.0,1422.0,Single Family,1994.0,Forced air,Central,East Bay,2.0,,,
529888.0,2.0,1.0,844.0,Single Family,1990.0,Forced air,Other,East Bay,1.0,,,
992880.0,3.0,3.0,1798.0,Townhouse,2020.0,,,East Bay,,,,
949800.0,3.0,2.0,1455.0,Single Family,1964.0,,,East Bay,2.0,,,
1250077.0,6.0,,,Single Family,1961.0,,,East Bay,,Detached Garage,,
1043880.0,3.0,4.0,1780.0,Townhouse,2020.0,,,East Bay,,,,
630000.0,2.0,2.0,1077.0,Condo,1990.0,Forced air,Other,East Bay,,Off street,,
949000.0,3.0,3.0,1637.0,Townhouse,1998.0,Forced air,Central,East Bay,2.0,,,
946406.0,3.0,2.0,1479.0,Condo,2020.0,,,East Bay,2.0,,,
648000.0,1.0,1.0,728.0,Condo,2020.0,Forced air,,East Bay,1.0,,,
949990.0,3.0,4.0,2084.0,Townhouse,,,,East Bay,2.0,,,
939990.0,2.0,3.0,1439.0,Townhouse,2020.0,,,East Bay,2.0,,,
999618.0,3.0,2.0,1479.0,Condo,2020.0,,,East Bay,2.0,,,
855000.0,2.0,2.0,1279.0,Condo,2020.0,,,East Bay,1.0,,,
1173880.0,4.0,4.0,2292.0,Townhouse,2020.0,,,East Bay,,,,
956092.0,3.0,2.0,1479.0,Condo,2020.0,,,East Bay,2.0,,,
1610363.0,5.0,4.0,3179.0,Single Family,2020.0,,,East Bay,2.0,,,
698000.0,2.0,1.0,1.0,Single Family,1940.0,,,East Bay,,,,
1179880.0,4.0,4.0,2638.0,Townhouse,2020.0,,,East Bay,,,,
2158000.0,4.0,4.0,2662.0,Single Family,2020.0,Forced air,,East Bay,2.0,,,
2199888.0,5.0,3.0,3357.0,Single Family,1984.0,Forced air,Central,East Bay,3.0,,,
1998000.0,4.0,3.0,2515.0,Single Family,1975.0,Forced air,Central,East Bay,2.0,,,
1014995.0,2.0,3.0,1730.0,Condo,2020.0,,,East Bay,,,,
785900.0,2.0,2.0,1023.0,Condo,2020.0,,,East Bay,2.0,,,
2169900.0,4.0,5.0,3621.0,Single Family,2020.0,,,East Bay,2.0,,,
1593959.0,3.0,3.0,2140.0,Condo,2020.0,Other,,East Bay,2.0,,,
629000.0,2.0,1.0,900.0,Condo,1982.0,Other,,East Bay,1.0,,,
3500000.0,5.0,5.0,4227.0,Single Family,1997.0,Forced air,Central,East Bay,4.0,,,
982595.0,2.0,2.0,1300.0,Condo,2020.0,,,East Bay,2.0,,,
973995.0,2.0,3.0,1608.0,Condo,2020.0,,,East Bay,,,,
1186990.0,2.0,2.0,1886.0,Condo,2020.0,,,East Bay,2.0,,,
1448000.0,4.0,2.0,1514.0,Single Family,1965.0,Other,,East Bay,2.0,,,
999000.0,,,11325.6,,,,,East Bay,,,,
1562995.0,4.0,4.0,2493.0,Condo,2020.0,,,East Bay,,,,
1112990.0,2.0,2.0,1725.0,Condo,,Other,,East Bay,2.0,,,
1799800.0,4.0,3.0,2183.0,Single Family,1977.0,Forced air,Central,East Bay,2.0,,,
1092990.0,2.0,2.0,1730.0,Condo,2020.0,,,East Bay,2.0,,,
1582990.0,3.0,4.0,2600.0,Condo,2020.0,,,East Bay,2.0,,,
1499800.0,4.0,3.0,2100.0,Single Family,1977.0,Forced air,Central,East Bay,3.0,,,
1142042.0,3.0,,,Townhouse,2004.0,Forced air,Other,East Bay,,Attached Garage,,
692348.0,2.0,,,Condo,1985.0,,,East Bay,,,,
2200000.0,,,5460246.0,,,,,East Bay,,,,
799900.0,2.0,2.0,1248.0,Condo,2020.0,,,East Bay,2.0,,,
1899000.0,5.0,4.0,2082.0,Single Family,1963.0,Forced air,Central,East Bay,2.0,,,
1652990.0,3.0,4.0,2884.0,Condo,2020.0,,,East Bay,2.0,,,
1529995.0,3.0,3.0,2097.0,Condo,2020.0,,,East Bay,,,,
1849000.0,3.0,3.0,2192.0,Single Family,1951.0,Forced air,Central,East Bay,2.0,,,
1799800.0,4.0,3.0,2539.0,Single Family,1991.0,Forced air,Central,East Bay,3.0,,,
1186990.0,2.0,2.0,1886.0,Condo,2020.0,,,East Bay,3.0,,,
1249000.0,3.0,3.0,1772.0,Single Family,2008.0,Forced air,Central,East Bay,2.0,,,
1049800.0,3.0,2.0,1392.0,Townhouse,1972.0,,,East Bay,2.0,,,
2588880.0,5.0,4.0,4096.0,Single Family,2004.0,Forced air,Central,East Bay,3.0,,,
793564.0,3.0,2.0,1154.0,Condo,2019.0,Forced air,,East Bay,2.0,,,
1449800.0,4.0,2.0,1810.0,Single Family,1967.0,,,East Bay,,Detached Garage,,
8800000.0,5.0,7.0,9931.0,Single Family,2015.0,Forced air,Central,East Bay,5.0,,,
1267990.0,3.0,2.0,1891.0,Condo,2020.0,,,East Bay,2.0,,,
2314900.0,4.0,5.0,4021.0,Single Family,2020.0,,,East Bay,2.0,,,
1184995.0,3.0,3.0,2109.0,Condo,2020.0,,,East Bay,,,,
1185000.0,,,16552.799,,,,,East Bay,,,,
938995.0,2.0,2.0,1235.0,Condo,2020.0,,,East Bay,,,,
2000000.0,,,304484.38,,,,,East Bay,,,,
2999500.0,5.0,5.0,5156.0,Single Family,2002.0,Forced air,Central,East Bay,3.0,,,
1103990.0,2.0,2.0,1725.0,Condo,2020.0,,,East Bay,2.0,,,
2498888.0,4.0,4.0,3355.0,Single Family,2018.0,Forced air,Central,East Bay,2.0,,,
2418000.0,4.0,5.0,3434.0,Single Family,2020.0,,,East Bay,2.0,,,
2528000.0,5.0,3.0,4266.0,Single Family,1989.0,Forced air,Central,East Bay,3.0,,,
2478381.0,3.0,,,Single Family,1983.0,,,East Bay,,Detached Garage,,
699000.0,,,105850.805,,,,,East Bay,,,,
1076990.0,2.0,2.0,1725.0,Condo,2019.0,,,East Bay,2.0,,,
1187990.0,2.0,2.0,1688.0,Condo,2020.0,,,East Bay,,,,
1203990.0,2.0,2.0,1950.0,Condo,2020.0,,,East Bay,2.0,,,
1542995.0,4.0,4.0,2453.0,Condo,2020.0,,,East Bay,,,,
1014995.0,2.0,3.0,1786.0,Condo,2020.0,,,East Bay,,,,
1900000.0,,,96703.2,,,,,East Bay,,,,
1998888.0,4.0,3.0,2974.0,Single Family,1979.0,Forced air,Central,East Bay,3.0,,,
1195990.0,2.0,2.0,1688.0,Condo,2019.0,,,East Bay,2.0,,,
1611085.0,,,,Single Family,1978.0,,,East Bay,,,,
1750000.0,4.0,3.0,1750.0,Single Family,1965.0,Forced air,Central,East Bay,,Attached Garage,,
2450900.0,4.0,5.0,3621.0,Single Family,2020.0,,,East Bay,2.0,,,
1440990.0,3.0,4.0,2392.0,Condo,2020.0,,,East Bay,2.0,,,
799900.0,2.0,2.0,1248.0,Condo,2020.0,,,East Bay,2.0,,,
1102990.0,2.0,2.0,1730.0,Condo,2020.0,Forced air,Central,East Bay,2.0,,,
1184995.0,3.0,3.0,2109.0,Condo,2020.0,,,East Bay,,,,
924900.0,2.0,2.0,1248.0,Condo,2020.0,,,East Bay,2.0,,,
878995.0,2.0,2.0,1265.0,Condo,2020.0,,,East Bay,,,,
1195990.0,2.0,2.0,1688.0,Condo,,Other,,East Bay,2.0,,,
2388000.0,4.0,5.0,3373.0,Single Family,2020.0,,,East Bay,2.0,,,
1628990.0,3.0,4.0,3027.0,Condo,2020.0,,,East Bay,2.0,,,
1598640.0,,,,Single Family,1976.0,,,East Bay,,,,
1612141.0,4.0,5.0,2460.0,Condo,2020.0,Other,,East Bay,2.0,,,
2418000.0,4.0,5.0,3475.0,Single Family,2020.0,Forced air,Central,East Bay,2.0,,,
1473990.0,3.0,4.0,2465.0,Condo,2020.0,,,East Bay,2.0,,,
1590990.0,4.0,4.0,2717.0,Condo,2020.0,,,East Bay,2.0,,,
720000.0,2.0,2.0,968.0,Condo,1971.0,Forced air,Central,East Bay,1.0,,,
2159900.0,4.0,5.0,3895.0,Single Family,2020.0,,,East Bay,2.0,,,
1059995.0,2.0,2.0,1510.0,Condo,2020.0,,,East Bay,,,,
862995.0,2.0,2.0,1158.0,Condo,2020.0,,,East Bay,,,,
2338000.0,4.0,4.0,3010.0,Single Family,2020.0,,,East Bay,2.0,,,
619000.0,2.0,1.0,878.0,Condo,1984.0,Forced air,,East Bay,,Carport,,
2279800.0,4.0,4.0,3829.0,Single Family,1990.0,Forced air,Central,East Bay,3.0,,,
1560000.0,4.0,4.0,2273.0,Single Family,2016.0,Forced air,Central,East Bay,2.0,,,
2999999.0,5.0,5.0,4268.0,Single Family,1998.0,Forced air,Central,East Bay,3.0,,,
1054995.0,3.0,2.0,1634.0,Condo,2020.0,,,East Bay,,,,
2259900.0,4.0,5.0,3355.0,Single Family,2020.0,,,East Bay,2.0,,,
1043995.0,3.0,2.0,1590.0,Condo,2020.0,,,East Bay,,,,
1199900.0,4.0,4.0,1848.0,Condo,2020.0,,,East Bay,2.0,,,
1650000.0,4.0,2.0,1761.0,Single Family,1978.0,Forced air,Central,East Bay,2.0,,,
3189933.0,5.0,,,Single Family,1997.0,,,East Bay,,Detached Garage,,
10860000.0,6.0,9.0,12075.0,Single Family,1993.0,Forced air,Central,East Bay,4.0,,,
630242.0,2.0,2.0,906.0,Condo,2019.0,Forced air,,East Bay,1.0,,,
1266990.0,3.0,3.0,1880.0,Condo,2020.0,,,East Bay,2.0,,,
5169000.0,6.0,6.0,6905.0,Single Family,1928.0,Forced air,Central,East Bay,3.0,,,
2159900.0,4.0,5.0,3897.0,Single Family,2020.0,,,East Bay,2.0,,,
2598000.0,5.0,5.0,3450.0,Single Family,2020.0,Forced air,Central,East Bay,3.0,,,
929900.0,3.0,3.0,1591.0,Condo,2020.0,,,East Bay,2.0,,,
1725000.0,4.0,3.0,2268.0,Single Family,2020.0,Forced air,Central,East Bay,2.0,,,
2538888.0,5.0,4.0,3637.0,Single Family,2020.0,Forced air,Central,East Bay,3.0,,,
2498888.0,4.0,3.0,3508.0,Single Family,1980.0,Forced air,Central,East Bay,,Attached Garage,,
1382990.0,3.0,3.0,2305.0,Condo,2020.0,,,East Bay,2.0,,,
2398000.0,4.0,5.0,3625.0,Single Family,2019.0,Forced air,,East Bay,2.0,,,
1391995.0,3.0,3.0,1888.0,Condo,2020.0,,,East Bay,,,,
2178000.0,4.0,4.0,2662.0,Single Family,2020.0,,,East Bay,2.0,,,
1977476.0,4.0,3.0,2946.0,Single Family,1985.0,,,East Bay,,Attached Garage,,
1014995.0,2.0,3.0,1786.0,Condo,2020.0,,,East Bay,,,,
1208490.0,2.0,2.0,1680.0,Condo,2020.0,Other,Central,East Bay,2.0,,,
775888.0,2.0,2.0,1081.0,Condo,2009.0,Forced air,Central,East Bay,1.0,,,
734900.0,2.0,2.0,1085.0,Condo,2019.0,Forced air,,East Bay,1.0,,,
4288888.0,9.0,5.0,6100.0,Single Family,1850.0,Forced air,Other,East Bay,2.0,,,
817040.0,3.0,3.0,1356.0,Condo,2019.0,Forced air,,East Bay,2.0,,,
1922920.0,4.0,3.0,2511.0,Single Family,1979.0,,,East Bay,2.0,,,
788000.0,3.0,2.0,1150.0,Condo,1986.0,Forced air,,East Bay,1.0,,,
1097990.0,2.0,2.0,1678.0,Condo,2020.0,,,East Bay,2.0,,,
2158000.0,4.0,4.0,2747.0,Single Family,2020.0,,,East Bay,2.0,,,
1150000.0,3.0,2.0,1270.0,Single Family,1904.0,Forced air,Central,East Bay,2.0,,,
995995.0,2.0,2.0,1786.0,Condo,2020.0,,,East Bay,2.0,,,
1549995.0,3.0,3.0,2135.0,Condo,2020.0,,,East Bay,,,,
1474966.0,3.0,3.0,1890.0,Condo,2020.0,,,East Bay,2.0,,,
1807846.0,4.0,,,Single Family,2005.0,,,East Bay,,Detached Garage,,
1371995.0,3.0,3.0,1847.0,Condo,2020.0,,,East Bay,,,,
583577.0,1.0,1.0,865.0,Condo,2019.0,Forced air,,East Bay,1.0,,,
2598000.0,5.0,5.0,3450.0,Single Family,2020.0,Forced air,,East Bay,3.0,,,
1472832.0,4.0,,,Condo,2014.0,,,East Bay,,Detached Garage,,
3000000.0,5.0,4.0,4402.0,Single Family,1998.0,Forced air,Central,East Bay,3.0,,,
518000.0,2.0,3.0,1270.0,Townhouse,1973.0,Forced air,,East Bay,1.0,,,
679000.0,2.0,2.0,1488.0,Single Family,1953.0,Forced air,Other,East Bay,2.0,,,
349000.0,1.0,1.0,520.0,Single Family,1922.0,Other,Central,East Bay,,,,
742011.0,3.0,,,Condo,2013.0,,,East Bay,,Detached Garage,,
219000.0,,,47916.0,,,,,East Bay,,,,
699999.0,3.0,3.0,1560.0,Single Family,1998.0,Forced air,Central,East Bay,,Attached Garage,,
738312.0,3.0,,,Single Family,1956.0,,,East Bay,,Detached Garage,,
445000.0,2.0,2.0,914.0,Condo,1994.0,Forced air,Central,East Bay,2.0,,,
559042.0,2.0,,,Condo,1994.0,,,East Bay,,Detached Garage,,
448000.0,3.0,3.0,1952.0,Single Family,1959.0,,,East Bay,,Attached Garage,,
603300.0,3.0,3.0,1533.0,Single Family,1963.0,,Other,East Bay,2.0,,,
811990.0,3.0,4.0,2009.0,Single Family,2020.0,,,East Bay,2.0,,,
811990.0,3.0,4.0,2009.0,Single Family,2020.0,,,East Bay,2.0,,,
811990.0,3.0,4.0,2009.0,Single Family,2020.0,,,East Bay,2.0,,,
699000.0,3.0,2.0,1365.0,Single Family,1915.0,Other,,East Bay,,Detached Garage,,
680664.0,4.0,3.0,1408.0,Single Family,1950.0,Forced air,,East Bay,,Attached Garage,,
1200000.0,4.0,3.0,2752.0,Single Family,1986.0,Forced air,,East Bay,2.0,,,
738126.0,3.0,3.0,1547.0,Single Family,1953.0,Forced air,Other,East Bay,,Attached Garage,,
749888.0,3.0,3.0,1582.0,Townhouse,1972.0,Forced air,Central,East Bay,2.0,,,
703987.0,4.0,,,Single Family,1906.0,,,East Bay,,Detached Garage,,
811990.0,3.0,4.0,2009.0,Single Family,2020.0,,,East Bay,2.0,,,
647728.0,3.0,,,Single Family,1951.0,,,East Bay,,Detached Garage,,
820000.0,3.0,3.0,2462.0,Single Family,1947.0,Forced air,Central,East Bay,,Detached Garage,,
338000.0,1.0,,,Condo,1974.0,,Other,East Bay,,,,
599000.0,3.0,3.0,1598.0,Townhouse,1972.0,Forced air,Central,East Bay,2.0,,,
1199000.0,5.0,3.0,2500.0,Single Family,1905.0,,,East Bay,,,,
575683.0,2.0,,,Single Family,1922.0,,,East Bay,,Detached Garage,,
670283.0,2.0,,,Single Family,1951.0,,,East Bay,,Detached Garage,,
811990.0,3.0,4.0,2009.0,Single Family,2020.0,,,East Bay,2.0,,,
584482.0,1.0,1.0,853.0,Single Family,1924.0,Other,Central,East Bay,,Detached Garage,,
633849.0,3.0,,,Single Family,1952.0,,,East Bay,,Detached Garage,,
499000.0,2.0,3.0,1129.0,Townhouse,1972.0,Forced air,,East Bay,2.0,,,
693719.0,3.0,,,Single Family,1964.0,,,East Bay,,Detached Garage,,
550000.0,2.0,1.0,1063.0,Single Family,1929.0,Other,Other,East Bay,2.0,,,
635000.0,3.0,2.0,1700.0,Condo,2004.0,Forced air,Central,East Bay,2.0,,,
942990.0,5.0,4.0,2461.0,Single Family,2020.0,,,East Bay,2.0,,,
179900.0,,,4277.0,,,,,East Bay,,,,
988000.0,4.0,3.0,2682.0,Single Family,1992.0,Other,,East Bay,3.0,,,
625238.0,3.0,,,Single Family,1950.0,,,East Bay,,,,
149000.0,,,6529.0,,,,,East Bay,,,,
433680.0,2.0,,,Condo,1980.0,,,East Bay,,,,
