price,bed,bath,sqft,type,yearbuilt,heating,cooling,area,parking_spaces,parking1,parking2,parking3
1650000.0,2.0,2.0,1500.0,Condo,1965.0,Other,,San Francisco,,Attached Garage,,
573594.0,,,,Condo,1966.0,,,San Francisco,,,,
2118848.0,3.0,2.0,2100.0,Single Family,1951.0,Forced air,,San Francisco,,On street,,
1995000.0,2.0,,,Condo,1962.0,Other,Central,San Francisco,,Attached Garage,,
3395000.0,3.0,,,Condo,1962.0,,,San Francisco,2.0,,,
1295000.0,2.0,1.0,1044.0,Condo,1921.0,Other,,San Francisco,1.0,,,
1995000.0,3.0,2.0,2280.0,Miscellaneous,1919.0,,,San Francisco,,,,
2595000.0,2.0,,,Condo,1962.0,Forced air,Central,San Francisco,1.0,,,
699000.0,1.0,,,Condo,1926.0,,,San Francisco,,,,
2295000.0,2.0,,,Condo,2014.0,Forced air,Central,San Francisco,,,,
1998000.0,3.0,2.0,1840.0,Condo,1910.0,Forced air,Central,San Francisco,1.0,,,
1499000.0,2.0,,,Condo,1963.0,Other,,San Francisco,,Attached Garage,,
4500000.0,5.0,,,Single Family,1900.0,Forced air,Central,San Francisco,1.0,,,
4995000.0,2.0,,,Condo,1929.0,Forced air,Central,San Francisco,,Attached Garage,,
998000.0,1.0,,,Condo,2017.0,Forced air,Central,San Francisco,,,,
2195000.0,2.0,,,Condo,1979.0,,,San Francisco,,Attached Garage,,
849000.0,1.0,,,Condo,1900.0,,Other,San Francisco,,,,
187620.0,1.0,1.0,914.0,Condo,1924.0,Forced air,Central,San Francisco,,,,
4750000.0,,,,Multi Family,1920.0,,,San Francisco,,,,
1495000.0,2.0,,,Condo,1964.0,Other,,San Francisco,1.0,,,
1299000.0,2.0,2.0,824.0,Condo,2012.0,,,San Francisco,1.0,,,
3575000.0,3.0,,,Condo,1962.0,,,San Francisco,,Attached Garage,,
625000.0,,,,Condo,2018.0,,,San Francisco,,,,
2950000.0,,,,Multi Family,1900.0,Other,,San Francisco,1.0,,,
701836.0,1.0,,,Condo,1924.0,,,San Francisco,,,,
2980000.0,1.0,,,Condo,1962.0,Other,,San Francisco,,Attached Garage,,
1098000.0,1.0,1.0,764.0,Condo,1963.0,Other,,San Francisco,,,,
1099000.0,1.0,,,Condo,2017.0,Forced air,Central,San Francisco,,,,
1700000.0,2.0,,,Condo,2017.0,Forced air,Central,San Francisco,,,,
1949000.0,4.0,,,Condo,2013.0,Forced air,Central,San Francisco,,,,
1650000.0,3.0,,,Condo,1905.0,,,San Francisco,,,,
1475000.0,3.0,2.0,,Apartment,,,,San Francisco,1.0,,,
10950000.0,6.0,,,Single Family,1914.0,Forced air,Central,San Francisco,2.0,,,
1695000.0,2.0,1.0,1320.0,Condo,1909.0,Forced air,,San Francisco,,Attached Garage,,
3500000.0,,,,Multi Family,1909.0,,,San Francisco,,,,
1598000.0,2.0,,,Condo,2012.0,,,San Francisco,,,,
27500000.0,,,,Multi Family,1910.0,,Other,San Francisco,,,,
1749000.0,1.0,2.0,1590.0,Condo,1961.0,Forced air,,San Francisco,,Attached Garage,,
1275000.0,2.0,,,Condo,2014.0,Forced air,Central,San Francisco,1.0,,,
699000.0,1.0,,,Condo,1910.0,,,San Francisco,,,,
3995000.0,3.0,,,Condo,1925.0,,,San Francisco,,,,
1595000.0,2.0,,,Condo,1914.0,Forced air,Central,San Francisco,,Attached Garage,,
1398000.0,2.0,2.0,989.0,Condo,2016.0,Forced air,Central,San Francisco,1.0,,,
13800000.0,6.0,,,Single Family,1900.0,Other,,San Francisco,,Attached Garage,,
1595000.0,2.0,,,Condo,2017.0,,,San Francisco,,,,
25000000.0,4.0,,,Condo,1922.0,Forced air,Central,San Francisco,,,,
541223.0,,,,Condo,1930.0,,,San Francisco,,,,
1100000.0,3.0,,,Condo,1962.0,Other,,San Francisco,,,,
1250000.0,2.0,2.0,1400.0,Miscellaneous,1961.0,Forced air,Central,San Francisco,,Attached Garage,,
1425000.0,2.0,,,Condo,1906.0,,,San Francisco,,,,
3300000.0,5.0,,,Multi Family,1908.0,,,San Francisco,,,,
2195000.0,3.0,,,Condo,,Forced air,Central,San Francisco,,,,
2250000.0,,,,Multi Family,1907.0,,,San Francisco,,,,
1999888.0,3.0,,,Single Family,1959.0,Forced air,Central,San Francisco,,,,
2295000.0,8.0,,,Multi Family,,,Other,San Francisco,,,,
2100000.0,10.0,,,Multi Family,1908.0,,,San Francisco,,,,
3495000.0,8.0,,,Multi Family,1900.0,Forced air,Central,San Francisco,,Attached Garage,,
3995000.0,5.0,5.0,3225.0,Single Family,1907.0,Forced air,Central,San Francisco,,,,
1699000.0,4.0,,,Single Family,1971.0,Forced air,Central,San Francisco,2.0,,,
3500000.0,5.0,3.0,2755.0,Condo,1908.0,Forced air,Central,San Francisco,1.0,,,
795000.0,1.0,1.0,538.0,Condo,2020.0,Forced air,,San Francisco,1.0,,,
1095000.0,1.0,,,Condo,2003.0,Other,,San Francisco,,Attached Garage,,
2600000.0,,,,Multi Family,1904.0,,,San Francisco,,,,
1389000.0,2.0,,,Condo,2020.0,Forced air,Central,San Francisco,,,,
1895000.0,2.0,,,Condo,1928.0,,Other,San Francisco,,,,
3050000.0,,,,Multi Family,1900.0,Forced air,Central,San Francisco,,,,
1570000.0,2.0,2.0,1144.0,Single Family,2020.0,Forced air,,San Francisco,1.0,,,
2500000.0,,,,Multi Family,1900.0,,,San Francisco,,,,
2849000.0,3.0,,,Condo,1922.0,Forced air,,San Francisco,,On street,Attached Garage,
795000.0,1.0,1.0,538.0,Condo,2020.0,,,San Francisco,1.0,,,
1340000.0,3.0,2.0,1750.0,Single Family,1907.0,Forced air,Central,San Francisco,,Attached Garage,,
1995000.0,3.0,,,Multi Family,1900.0,,,San Francisco,,Detached Garage,,
1399000.0,3.0,,,Condo,1905.0,Other,Other,San Francisco,,,,
1150000.0,3.0,,,Condo,2009.0,,,San Francisco,,Carport,,
495000.0,,,605.0,,,,,San Francisco,,,,
2450000.0,3.0,,,Single Family,2017.0,,,San Francisco,2.0,,,
1450000.0,2.0,2.0,1038.0,Condo,2020.0,Forced air,,San Francisco,1.0,,,
998000.0,2.0,,,Condo,1900.0,Other,,San Francisco,,,,
1075000.0,2.0,2.0,12200.0,Condo,1905.0,Forced air,Central,San Francisco,,,,
1250000.0,2.0,1.0,1755.0,Multi Family,1876.0,,,San Francisco,,,,
1342451.0,,,,Single Family,1908.0,,,San Francisco,,,,
2850000.0,4.0,3.0,2020.0,Single Family,1900.0,,,San Francisco,,Attached Garage,,
1790000.0,4.0,3.0,2180.0,Single Family,1947.0,Forced air,Central,San Francisco,,,,
1450000.0,3.0,1.0,1200.0,Single Family,1918.0,Forced air,,San Francisco,,On street,,
1160492.0,,,,Condo,1999.0,,,San Francisco,,,,
2900000.0,4.0,,,Single Family,1880.0,,,San Francisco,,Attached Garage,,
1634696.0,3.0,,,Single Family,1992.0,,,San Francisco,,,,
1995000.0,3.0,,,Condo,2010.0,Forced air,,San Francisco,1.0,,,
2500000.0,,,4046.0,,,,,San Francisco,,,,
3095000.0,4.0,,,Single Family,1925.0,Forced air,Central,San Francisco,,Attached Garage,,
4844000.0,,,,Multi Family,,,,San Francisco,,Attached Garage,,
1299000.0,3.0,,,Single Family,1950.0,Forced air,Central,San Francisco,,Attached Garage,,
1625000.0,4.0,,,Multi Family,1902.0,Forced air,Central,San Francisco,,,,
795000.0,1.0,,,Condo,1923.0,Forced air,,San Francisco,2.0,,,
2199000.0,3.0,,,Condo,2003.0,Forced air,Central,San Francisco,,Attached Garage,,
1795000.0,5.0,,,Multi Family,1900.0,Forced air,Central,San Francisco,,,,
1700000.0,,,,Multi Family,1890.0,Forced air,,San Francisco,,Attached Garage,,
1120000.0,2.0,2.0,12200.0,Condo,1905.0,Forced air,Central,San Francisco,,,,
1525000.0,3.0,,,Condo,2003.0,Other,Other,San Francisco,,Attached Garage,,
2100000.0,4.0,,,Multi Family,1923.0,,,San Francisco,,Attached Garage,,
1400000.0,4.0,,,Single Family,1992.0,Forced air,Central,San Francisco,,Attached Garage,,
1295000.0,3.0,,,Single Family,1912.0,Forced air,Central,San Francisco,,Attached Garage,,
1495000.0,4.0,,,Single Family,1925.0,Forced air,Central,San Francisco,,Attached Garage,,
3097000.0,4.0,,,Single Family,2014.0,,,San Francisco,,,,
1325000.0,2.0,2.0,1112.0,Single Family,2020.0,,,San Francisco,1.0,,,
1664567.0,4.0,,,Single Family,1974.0,,,San Francisco,,,,
2995000.0,4.0,,,Single Family,1937.0,Forced air,Central,San Francisco,1.0,,,
2100000.0,4.0,,,Multi Family,1949.0,,,San Francisco,,Attached Garage,,
1279000.0,2.0,,,Condo,2020.0,Forced air,Central,San Francisco,,,,
2100000.0,,,1751.0,,,,,San Francisco,,,,
795000.0,,,1751.0,,,,,San Francisco,,,,
1997000.0,,,,Multi Family,1910.0,,,San Francisco,,,,
1325000.0,2.0,2.0,1038.0,Condo,2020.0,,,San Francisco,1.0,,,
1399000.0,2.0,,,Condo,2014.0,,,San Francisco,,Attached Garage,,
1325000.0,2.0,2.0,1038.0,Condo,2020.0,Forced air,,San Francisco,1.0,,,
2337230.0,9.0,,,Single Family,1906.0,,,San Francisco,,,,
1949000.0,3.0,,,Condo,1910.0,,,San Francisco,,Attached Garage,,
2295000.0,,,,Multi Family,1900.0,,Other,San Francisco,4.0,,,
998000.0,2.0,,,Condo,1900.0,,,San Francisco,,Attached Garage,,
690000.0,1.0,,,Condo,2007.0,Other,Other,San Francisco,,Attached Garage,,
1299000.0,2.0,,,Multi Family,1939.0,,,San Francisco,,,,
1299000.0,4.0,,,Multi Family,1939.0,,,San Francisco,,,,
3090700.0,,,,Single Family,1880.0,,,San Francisco,,,,
1350000.0,4.0,,,Multi Family,1907.0,Forced air,Central,San Francisco,,Attached Garage,,
649000.0,,,1751.0,,,,,San Francisco,,,,
1315257.0,2.0,,,Single Family,1907.0,,,San Francisco,,,,
1450000.0,,,1751.0,,,,,San Francisco,,,,
2095000.0,,,,Multi Family,1900.0,,,San Francisco,,,,
2350000.0,6.0,,,Multi Family,1900.0,Forced air,Central,San Francisco,,Detached Garage,,
995000.0,2.0,,,Condo,1913.0,Forced air,Central,San Francisco,,,,
1250000.0,2.0,2.0,1400.0,Miscellaneous,1961.0,Forced air,Central,San Francisco,,Attached Garage,,
929000.0,1.0,,,Condo,1983.0,Forced air,Central,San Francisco,1.0,,,
1945586.0,3.0,,,Condo,1992.0,Forced air,Central,San Francisco,1.0,,,
187620.0,1.0,1.0,914.0,Condo,1924.0,Forced air,Central,San Francisco,,,,
13800000.0,6.0,,,Single Family,1900.0,Other,,San Francisco,,Attached Garage,,
1968888.0,2.0,,,Condo,1983.0,Forced air,Central,San Francisco,,Attached Garage,,
699000.0,1.0,,,Condo,1910.0,,,San Francisco,,,,
1065000.0,1.0,,,Condo,2007.0,,,San Francisco,,,,
10950000.0,6.0,,,Single Family,1914.0,Forced air,Central,San Francisco,2.0,,,
659000.0,2.0,1.0,567.0,Condo,2007.0,Other,,San Francisco,1.0,,,
1249000.0,1.0,,,Condo,1907.0,Forced air,Central,San Francisco,1.0,,,
998000.0,2.0,,,Single Family,1946.0,Forced air,Central,San Francisco,,Carport,,
1295000.0,2.0,,,Condo,2017.0,Forced air,Central,San Francisco,,,,
1017272.0,,,,Single Family,1950.0,,,San Francisco,,,,
1046644.0,,,,Single Family,1954.0,,,San Francisco,,,,
1081103.0,3.0,,,Single Family,1923.0,,,San Francisco,,,,
1046211.0,,,,Single Family,1946.0,,,San Francisco,,,,
975529.0,2.0,,,Single Family,1914.0,,,San Francisco,,,,
1375000.0,3.0,,,Single Family,1917.0,Forced air,,San Francisco,,,,
1147323.0,2.0,,,Single Family,1951.0,,,San Francisco,,,,
1500000.0,3.0,2.0,2337.0,Single Family,1923.0,Forced air,,San Francisco,,Attached Garage,,
799998.0,,1.0,1132.0,Single Family,1957.0,Other,,San Francisco,2.0,,,
1849000.0,3.0,,,Single Family,1922.0,Forced air,Central,San Francisco,,Carport,Attached Garage,
1393444.0,,,,Single Family,1940.0,,,San Francisco,,,,
998000.0,2.0,,,Single Family,1925.0,Forced air,Central,San Francisco,,Attached Garage,,
1067507.0,3.0,,,Single Family,1926.0,,,San Francisco,,,,
995000.0,3.0,2.0,1651.0,Single Family,1926.0,,,San Francisco,1.0,,,
1265606.0,,,,Single Family,1951.0,,,San Francisco,,,,
831965.0,2.0,,,Condo,1979.0,,,San Francisco,,,,
1153194.0,,,,Single Family,1926.0,,,San Francisco,,,,
1400000.0,2.0,,,Single Family,1911.0,,,San Francisco,,,,
1650000.0,3.0,,,Multi Family,1925.0,,,San Francisco,,,,
1995000.0,4.0,,,Single Family,1913.0,Forced air,Central,San Francisco,,Attached Garage,,
1187213.0,2.0,,,Single Family,1900.0,,,San Francisco,,,,
1077024.0,4.0,,,Single Family,1977.0,Other,,San Francisco,,Attached Garage,,
1099000.0,3.0,,,Single Family,1920.0,Other,,San Francisco,,Attached Garage,,
869500.0,1.0,2.0,850.0,Single Family,1925.0,,,San Francisco,1.0,,,
1391411.0,6.0,,,Single Family,1953.0,,,San Francisco,,,,
1358309.0,4.0,,,Single Family,1935.0,,,San Francisco,,Carport,,
1190000.0,3.0,1.0,950.0,Single Family,1925.0,Other,,San Francisco,1.0,,,
995000.0,4.0,,,Single Family,1927.0,Forced air,Central,San Francisco,,Attached Garage,,
1004964.0,,,,Single Family,1926.0,,,San Francisco,,,,
974370.0,4.0,,,Single Family,1942.0,,,San Francisco,,,,
999000.0,2.0,,,Single Family,1947.0,Forced air,,San Francisco,1.0,,,
1172177.0,,,,Single Family,1960.0,,,San Francisco,,,,
1577699.0,,,,Single Family,1928.0,,,San Francisco,,,,
1472385.0,,,,Single Family,1921.0,,,San Francisco,,,,
930000.0,3.0,3.0,1473.0,Multi Family,1905.0,Forced air,Central,San Francisco,1.0,,,
1021347.0,2.0,,,Single Family,1925.0,,,San Francisco,,,,
1070063.0,3.0,3.0,1430.0,Single Family,1910.0,,,San Francisco,,,,
1050000.0,4.0,,,Single Family,1927.0,Forced air,Central,San Francisco,,Attached Garage,,
950000.0,5.0,,,Multi Family,1917.0,,,San Francisco,,,,
1399000.0,4.0,,,Multi Family,1987.0,Forced air,Central,San Francisco,,Attached Garage,,
940561.0,3.0,,,Single Family,1946.0,Other,Other,San Francisco,1.0,,,
971133.0,,,,Single Family,1900.0,,,San Francisco,,,,
971403.0,,,,Single Family,1927.0,,,San Francisco,,,,
1550000.0,4.0,2.0,2000.0,Multi Family,1906.0,,,San Francisco,,,,
549000.0,1.0,,,Condo,1982.0,Forced air,,San Francisco,,,,
1043215.0,,,,Single Family,1963.0,,,San Francisco,,,,
850000.0,2.0,,,Single Family,1947.0,Forced air,Central,San Francisco,,Attached Garage,,
800000.0,2.0,,,Single Family,1906.0,,,San Francisco,,Detached Garage,,
1300000.0,5.0,,,Single Family,1911.0,Other,,San Francisco,,Carport,,
1199000.0,2.0,,,Single Family,1926.0,Forced air,Central,San Francisco,,,,
2488000.0,,,,Multi Family,1957.0,,,San Francisco,,,,
2995000.0,3.0,,,Condo,1906.0,Forced air,Central,San Francisco,,,,
1599000.0,2.0,,,Condo,1896.0,Forced air,Central,San Francisco,,Attached Garage,,
2900000.0,2.0,,,Multi Family,1937.0,,,San Francisco,,,,
3500000.0,3.0,,,Single Family,1909.0,Forced air,Central,San Francisco,,On street,,
6995000.0,5.0,,,Single Family,,Forced air,Central,San Francisco,,Attached Garage,,
4495000.0,6.0,,,Single Family,1963.0,,,San Francisco,,Attached Garage,,
3349000.0,4.0,3.0,2915.0,Condo,2001.0,Forced air,Central,San Francisco,1.0,,,
2760000.0,3.0,2.0,1854.0,Single Family,1905.0,Forced air,Central,San Francisco,1.0,,,
1799000.0,5.0,,,Multi Family,1912.0,Other,,San Francisco,,,,
8280000.0,,,,Multi Family,1900.0,,,San Francisco,,,,
1095000.0,2.0,,,Single Family,1900.0,Forced air,Central,San Francisco,,,,
4895000.0,4.0,,,Single Family,,Other,,San Francisco,,Attached Garage,,
5495000.0,4.0,4.0,3850.0,Single Family,1941.0,Forced air,Central,San Francisco,2.0,,,
1995000.0,3.0,,,Single Family,1957.0,,,San Francisco,,Attached Garage,,
1895000.0,4.0,,,Multi Family,1900.0,,,San Francisco,,Attached Garage,,
8280000.0,6.0,,,Single Family,1900.0,,,San Francisco,,,,
5250000.0,3.0,4.0,3432.0,Single Family,1900.0,,,San Francisco,,Attached Garage,,
2300000.0,2.0,,,Multi Family,1947.0,Forced air,Central,San Francisco,,,,
8500000.0,4.0,,,Multi Family,1907.0,,,San Francisco,,Attached Garage,,
3795000.0,3.0,,,Single Family,1931.0,Other,,San Francisco,3.0,,,
1549000.0,2.0,,,Condo,1902.0,Forced air,Central,San Francisco,,,,
3989000.0,,,,Multi Family,1900.0,,Other,San Francisco,,Attached Garage,,
2267871.0,2.0,,,Single Family,1904.0,,,San Francisco,,,,
849000.0,1.0,,,Condo,1964.0,Other,,San Francisco,1.0,,,
1494000.0,3.0,,,Condo,1917.0,Forced air,Central,San Francisco,,Attached Garage,,
2500000.0,3.0,2.0,1512.0,Single Family,1909.0,Forced air,,San Francisco,,,,
5850000.0,,,,Multi Family,1908.0,Forced air,Central,San Francisco,4.0,,,
1795000.0,2.0,2.0,1414.0,Single Family,1910.0,Forced air,,San Francisco,,,,
3895000.0,4.0,4.0,3321.0,Single Family,2019.0,Forced air,Central,San Francisco,,,,
1049000.0,1.0,1.0,851.0,Condo,1981.0,Other,,San Francisco,1.0,,,
4495000.0,5.0,,,Single Family,1906.0,Forced air,Central,San Francisco,,,,
6689000.0,5.0,,,Single Family,1900.0,,,San Francisco,,,,
2495000.0,3.0,,,Single Family,1900.0,Forced air,Central,San Francisco,,,,
4495000.0,5.0,,,Multi Family,1963.0,,,San Francisco,,Attached Garage,,
2950000.0,5.0,,,Multi Family,1900.0,Forced air,Central,San Francisco,,,,
699000.0,1.0,,,Condo,1904.0,,,San Francisco,,,,
2995000.0,4.0,,,Single Family,1900.0,,,San Francisco,,,,
2250000.0,3.0,,,Condo,1900.0,Forced air,Other,San Francisco,4.0,,,
2575000.0,2.0,,,Single Family,1900.0,,,San Francisco,,,,
2650000.0,4.0,,,Single Family,1929.0,Forced air,Central,San Francisco,2.0,,,
6995000.0,,,,Multi Family,,Forced air,Central,San Francisco,,Attached Garage,,
5795000.0,4.0,,,Single Family,,Forced air,Central,San Francisco,,Attached Garage,,
1895000.0,2.0,,,Condo,1903.0,Forced air,Central,San Francisco,,,,
1898000.0,3.0,,,Condo,1997.0,Forced air,Central,San Francisco,,Attached Garage,,
2795000.0,3.0,,,Single Family,1900.0,,,San Francisco,,,,
8500000.0,4.0,,,Single Family,1907.0,,,San Francisco,,Attached Garage,,
1675000.0,,,,Multi Family,1922.0,,,San Francisco,,,,
1555000.0,2.0,1.0,1120.0,Single Family,1925.0,Forced air,,San Francisco,,Attached Garage,,
2695000.0,4.0,,,Condo,1969.0,Forced air,Central,San Francisco,1.0,,,
3895000.0,4.0,4.0,2454.0,Single Family,1905.0,Forced air,Central,San Francisco,,Attached Garage,,
3495000.0,4.0,,,Single Family,1900.0,,,San Francisco,,Attached Garage,,
4600000.0,3.0,,,Single Family,1978.0,Forced air,Central,San Francisco,,Attached Garage,,
2199000.0,3.0,,,Single Family,1900.0,Forced air,Central,San Francisco,,Attached Garage,,
3552636.0,6.0,5.0,3000.0,Multi Family,2019.0,,,San Francisco,,On street,,
1450000.0,2.0,,,Condo,1908.0,Forced air,Central,San Francisco,,,,
3950000.0,2.0,,,Multi Family,1904.0,Forced air,Other,San Francisco,,,,
1495000.0,1.0,,,Condo,1906.0,Forced air,Central,San Francisco,,,,
1575000.0,2.0,,,Condo,1983.0,Forced air,Central,San Francisco,,Attached Garage,,
6750000.0,,,,Multi Family,1925.0,,,San Francisco,3.0,,,
1795000.0,3.0,,,Condo,2016.0,,,San Francisco,,Attached Garage,,
7950000.0,5.0,,,Condo,1926.0,Forced air,Central,San Francisco,,Attached Garage,,
1495000.0,3.0,,,Condo,1962.0,Forced air,Central,San Francisco,,Attached Garage,,
7750000.0,,,,Multi Family,1900.0,Forced air,Central,San Francisco,9.0,,,
7950000.0,5.0,4.0,5180.0,Miscellaneous,1926.0,,Central,San Francisco,,Attached Garage,,
2195000.0,2.0,2.0,1750.0,Condo,1981.0,Forced air,Central,San Francisco,1.0,,,
3500000.0,,,3497.0,,,,,San Francisco,,,,
26800000.0,8.0,6.0,10734.0,Single Family,1906.0,Forced air,,San Francisco,4.0,,,
3194900.0,2.0,,,Multi Family,1907.0,Forced air,Central,San Francisco,,Attached Garage,,
5499000.0,4.0,,,Single Family,1900.0,Forced air,Central,San Francisco,,Attached Garage,,
1149000.0,2.0,,,Condo,1999.0,Forced air,Central,San Francisco,1.0,,,
8700000.0,6.0,,,Multi Family,1911.0,,,San Francisco,,,,
6725000.0,,,,Multi Family,1965.0,Other,Other,San Francisco,12.0,,,
1735000.0,2.0,,,Condo,1962.0,Forced air,Central,San Francisco,1.0,,,
3194900.0,4.0,,,Condo,1907.0,Forced air,Central,San Francisco,,Attached Garage,,
32000000.0,9.0,15.0,24000.0,Single Family,1905.0,Other,,San Francisco,20.0,,,
2880000.0,4.0,,,Single Family,1895.0,Other,,San Francisco,,Detached Garage,,
39000000.0,6.0,9.0,11600.0,Single Family,,,,San Francisco,,,,
675000.0,1.0,,,Condo,1959.0,Other,Other,San Francisco,,Detached Garage,,
1310228.0,2.0,1.0,990.0,Single Family,1922.0,,,San Francisco,1.0,,,
2788868.0,11.0,5.0,3839.0,Single Family,1916.0,,,San Francisco,,,,
995000.0,2.0,2.0,905.0,Single Family,1951.0,Forced air,Central,San Francisco,1.0,,,
1356328.0,,,,Single Family,1925.0,,,San Francisco,,,,
1259000.0,2.0,,,Condo,2020.0,,,San Francisco,,,,
1351830.0,4.0,4.0,2087.0,Single Family,1924.0,Forced air,Central,San Francisco,1.0,,,
1650000.0,5.0,4.0,2350.0,Single Family,1924.0,Forced air,,San Francisco,,Attached Garage,,
1650000.0,4.0,,,Single Family,1926.0,Forced air,Central,San Francisco,,Attached Garage,,
1022000.0,2.0,,,Condo,2020.0,,,San Francisco,,,,
1020000.0,1.0,,,Condo,2020.0,,,San Francisco,,,,
1750000.0,6.0,3.0,2500.0,Single Family,1946.0,,,San Francisco,2.0,,,
1375000.0,2.0,1.0,1286.0,Single Family,1946.0,Other,,San Francisco,1.0,,,
1408357.0,,,,Single Family,1920.0,,,San Francisco,,,,
1395000.0,2.0,1.0,1325.0,Single Family,1936.0,,,San Francisco,3.0,,,
1796124.0,5.0,,,Single Family,1948.0,,,San Francisco,1.0,,,
1396000.0,2.0,,,Condo,2020.0,,,San Francisco,,,,
1898000.0,4.0,,,Single Family,1931.0,Forced air,Central,San Francisco,,Attached Garage,,
1695000.0,,,,Multi Family,1945.0,Other,,San Francisco,,On street,,
1650000.0,3.0,,,Single Family,1938.0,Forced air,Central,San Francisco,,Attached Garage,,
1500000.0,,,,Multi Family,1908.0,,,San Francisco,,Carport,,
988000.0,2.0,2.0,1148.0,Single Family,1951.0,Forced air,Central,San Francisco,1.0,,,
1473388.0,,,,Single Family,1939.0,,,San Francisco,,,,
1500000.0,3.0,2.0,1292.0,Single Family,1940.0,Other,Other,San Francisco,1.0,,,
1695000.0,4.0,,,Single Family,1945.0,Forced air,Central,San Francisco,,Attached Garage,,
1995000.0,2.0,2.0,1836.0,Single Family,1923.0,Forced air,Central,San Francisco,1.0,,,
3495000.0,,,,Multi Family,1905.0,,,San Francisco,,,,
1695000.0,3.0,,,Condo,1925.0,Other,,San Francisco,,Attached Garage,,
2365000.0,8.0,3.0,2920.0,Single Family,1904.0,,,San Francisco,,,,
3749000.0,4.0,,,Single Family,1900.0,Forced air,Central,San Francisco,2.0,,,
1495000.0,3.0,2.0,1441.0,Condo,2003.0,Other,,San Francisco,1.0,,,
1650000.0,4.0,,,Multi Family,1892.0,,,San Francisco,,,,
1095000.0,2.0,,,Condo,1990.0,Other,,San Francisco,,,,
1995000.0,6.0,,,Multi Family,1904.0,,,San Francisco,,,,
1399000.0,2.0,2.0,1350.0,Single Family,1908.0,Forced air,Central,San Francisco,,,,
4650000.0,10.0,3.0,5734.0,Single Family,1904.0,,,San Francisco,,,,
1395000.0,2.0,,,Condo,1996.0,,Other,San Francisco,,Attached Garage,,
2649000.0,3.0,,,Single Family,1900.0,Forced air,Central,San Francisco,1.0,,,
1895000.0,6.0,,,Multi Family,1900.0,,,San Francisco,1.0,,,
3995000.0,5.0,,,Single Family,1900.0,Forced air,Central,San Francisco,,,,
1495000.0,2.0,,,Condo,1982.0,Forced air,Central,San Francisco,1.0,,,
1895000.0,4.0,,,Multi Family,1900.0,,,San Francisco,,Attached Garage,,
1175000.0,2.0,,,Condo,1923.0,Other,,San Francisco,,Attached Garage,,
1695000.0,3.0,,,Condo,1979.0,Forced air,Central,San Francisco,1.0,,,
799000.0,1.0,1.0,,Condo,1986.0,Other,,San Francisco,,,,
4599000.0,,,,Multi Family,1900.0,Other,,San Francisco,,,,
1945000.0,3.0,,,Condo,1927.0,Forced air,Central,San Francisco,,,,
1695000.0,3.0,,,Condo,1925.0,Other,,San Francisco,,Attached Garage,,
899000.0,1.0,,,Condo,1900.0,Forced air,Central,San Francisco,1.0,,,
1395000.0,3.0,,,Condo,1890.0,Forced air,Central,San Francisco,,,,
4198000.0,4.0,,,Single Family,,Forced air,Central,San Francisco,2.0,,,
1275000.0,2.0,,,Condo,1922.0,Forced air,Central,San Francisco,,,,
1995000.0,3.0,2.0,2005.0,Condo,1904.0,Forced air,Central,San Francisco,1.0,,,
4250000.0,9.0,,,Multi Family,1908.0,Other,Other,San Francisco,,,,
899000.0,2.0,1.0,903.0,Condo,1996.0,Other,,San Francisco,,,,
869000.0,1.0,,,Condo,1909.0,Forced air,Central,San Francisco,,,,
21800000.0,9.0,8.0,18788.0,Single Family,1904.0,,,San Francisco,6.0,,,
1595000.0,2.0,2.0,1545.0,Condo,1951.0,Forced air,Central,San Francisco,,,,
5950000.0,6.0,,,Multi Family,1926.0,,,San Francisco,,Attached Garage,,
3455000.0,3.0,,,Condo,1926.0,,,San Francisco,,,,
8995000.0,6.0,,,Single Family,1910.0,Forced air,Central,San Francisco,,Attached Garage,,
1995000.0,,,,Multi Family,1908.0,,,San Francisco,,Attached Garage,,
4250000.0,,,,Multi Family,,,,San Francisco,,,,
2650000.0,,,,Multi Family,1910.0,,,San Francisco,,,,
2894000.0,,,,Multi Family,1914.0,Forced air,Central,San Francisco,,,,
3495000.0,4.0,,,Condo,1912.0,Forced air,Central,San Francisco,,,,
5449000.0,,,,Multi Family,1921.0,,,San Francisco,,Off street,,
1995000.0,4.0,,,Single Family,1908.0,,,San Francisco,,Attached Garage,,
2440620.0,5.0,,,Single Family,1913.0,,,San Francisco,,,,
2495000.0,3.0,,,Condo,1926.0,Forced air,Central,San Francisco,,Attached Garage,,
795000.0,1.0,1.0,647.0,Condo,2002.0,Forced air,,San Francisco,1.0,,,
2250000.0,3.0,,,Condo,1911.0,Other,,San Francisco,,Attached Garage,,
2850000.0,4.0,3.0,2583.0,Condo,2000.0,Other,,San Francisco,2.0,,,
8795000.0,10.0,,,Multi Family,1911.0,,,San Francisco,,Attached Garage,,
13750000.0,7.0,6.0,4775.0,Single Family,1912.0,,,San Francisco,,,,
2675000.0,3.0,2.0,1950.0,Condo,1917.0,Forced air,Central,San Francisco,1.0,,,
1950000.0,5.0,,,Condo,2002.0,,,San Francisco,1.0,,,
1995000.0,2.0,,,Condo,1911.0,Other,,San Francisco,,,Attached Garage,
1465000.0,3.0,,,Condo,1914.0,Forced air,Central,San Francisco,,,,
5200000.0,4.0,,,Condo,1904.0,Other,,San Francisco,,,,
