price,bed,bath,sqft,type,yearbuilt,parking,heating,cooling,area
"$598,878",3,null,null,Single Family,2005,Detached Garage,No Data,No Data,East Bay
"$488,000",2,2,"1,032",Single Family,1920,1 space,Wall,None,East Bay
"$483,520",3,null,null,Single Family,1945,No Data,No Data,No Data,East Bay
"$476,893",2,null,null,Single Family,1944,Detached Garage,No Data,No Data,East Bay
"$413,000",1,1,532,Single Family,1925,Off street,Forced air,None,East Bay
"$830,000",--,null,null,Multi Family,1944,10 spaces,No Data,No Data,East Bay
"$483,676",1,null,null,Single Family,1938,No Data,No Data,No Data,East Bay
"$443,453",3,null,null,Single Family,1908,Detached Garage,Forced air,Central,East Bay
"$381,697",2,null,null,Single Family,1942,Detached Garage,No Data,No Data,East Bay
"$479,441",3,null,null,Single Family,1944,Detached Garage,No Data,No Data,East Bay
"$450,000",3,2,"1,048",Single Family,1926,Detached Garage,Wall,None,East Bay
"$438,343",3,null,null,Single Family,1943,No Data,No Data,No Data,East Bay
"$565,000",2,2,"1,561",Single Family,1936,1 space,Forced air,None,East Bay
null,3,1,993,Single Family,1941,"Off street, On street, Attached Garage",No Data,Other,East Bay
"$299,500",0.28 acres,null,null,null,null,null,null,null,East Bay
"$454,568",3,null,null,Single Family,1908,No Data,No Data,No Data,East Bay
"$300,000",0.53 acres,null,null,null,null,null,null,null,East Bay
"$590,000",3,1,974,Single Family,1943,Detached Garage,Wall,None,East Bay
"$528,000",2,1,"1,162",Single Family,1940,2 spaces,No Data,None,East Bay
"$582,264",3,null,null,Single Family,1920,"Off street, Attached Garage",No Data,No Data,East Bay
"$579,488",3,null,null,Condo,1993,Detached Garage,No Data,No Data,East Bay
"$556,990",3,2,"1,800",Single Family,1927,Detached Garage,No Data,No Data,East Bay
null,2,null,null,Single Family,1938,Detached Garage,No Data,No Data,East Bay
"$499,999",3,1,"1,314",Single Family,1920,1 space,No Data,None,East Bay
"$1,517,475",8,6,"5,961",Single Family,1921,Detached Garage,Forced air,No Data,East Bay
"$431,820",3,1,"1,151",Single Family,1927,Detached Garage,No Data,No Data,East Bay
"$195,000",0.41 acres,null,null,null,null,null,null,null,East Bay
"$850,000",4,2,"2,064",Single Family,1941,2 spaces,Forced air,Central,East Bay
null,3,3,"1,929",Single Family,1959,Attached Garage,No Data,None,East Bay
"$1,200,000",3,4,"3,161",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$925,000",3,3,"2,182",Single Family,2002,2 spaces,Forced air,Central,East Bay
"$698,000",3,1,"1,168",Single Family,1952,1 space,Forced air,Central,East Bay
"$725,512",3,2,"1,279",Single Family,1927,Attached Garage,No Data,No Data,East Bay
"$1,198,000",3,3,"2,423",Single Family,1961,2 spaces,Forced air,"Other, None",East Bay
"$549,000",3,2,"1,157",Single Family,1930,1 space,Forced air,None,East Bay
"$175,000",0.26 acres,null,null,null,null,null,null,null,East Bay
"$599,500",4,2,--,Single Family,1924,No Data,No Data,No Data,East Bay
"$690,000",4,null,null,Multi Family,1945,2 spaces,Electric,Central,East Bay
"$199,500",0.3 acres,null,null,null,null,null,null,null,East Bay
"$765,000",3,2,"1,193",Single Family,1942,Detached Garage,No Data,None,East Bay
"$449,950",2,1,"1,052",Single Family,1921,No Data,No Data,No Data,East Bay
"$630,000",2,2,"1,226",Single Family,1954,Attached Garage,Forced air,None,East Bay
"$699,800",5,null,null,Multiple Occupancy,1959,Detached Garage,No Data,No Data,East Bay
"$438,662",1,null,null,Single Family,1926,Detached Garage,No Data,No Data,East Bay
"$589,500",4,null,null,Single Family,1924,2 spaces,Forced air,Other,East Bay
"$475,894",3,null,null,Single Family,1925,Detached Garage,No Data,No Data,East Bay
"$648,000",2,1,"1,375",Single Family,1928,Attached Garage,Forced air,Other,East Bay
"$649,888",3,2,"1,905",Single Family,1922,2 spaces,Forced air,Central,East Bay
"$579,000",2,1,"1,009",Single Family,1925,1 space,Forced air,Central,East Bay
"$525,000",2,2,"1,123",Condo,1986,2 spaces,Forced air,No Data,East Bay
"$1,439,675",3,4,"3,312",Condo,2020,2 spaces,Forced air,Central,East Bay
"$567,417",3,null,null,Single Family,1939,Detached Garage,No Data,Central,East Bay
"$748,000",3,3,"1,636",Townhouse,1977,2 spaces,Forced air,None,East Bay
"$145,000","8,076 sqft",null,null,null,null,null,null,null,East Bay
"$610,000",2,3,"1,316",Single Family,1986,2 spaces,Forced air,None,East Bay
"$271,803",2,null,null,Single Family,1925,No Data,No Data,No Data,East Bay
null,2,null,null,Single Family,1946,Detached Garage,No Data,No Data,East Bay
"$544,061",3,null,null,Single Family,1913,Detached Garage,No Data,No Data,East Bay
"$570,000",2,2,"1,339",Single Family,1942,Detached Garage,No Data,None,East Bay
"$538,073",3,null,null,Single Family,1926,No Data,No Data,No Data,East Bay
"$720,107",2,null,null,Single Family,1940,Detached Garage,No Data,No Data,East Bay
"$734,460",3,null,null,Single Family,1941,Detached Garage,Forced air,No Data,East Bay
null,3,null,null,Single Family,1955,Detached Garage,No Data,No Data,East Bay
"$469,900",2,2,"1,024",Condo,1982,2 spaces,Wall,No Data,East Bay
"$920,427",6,4,"2,575",Single Family,1925,"Off street, On street",No Data,No Data,East Bay
"$449,500",3,1,897,Single Family,1924,1 space,No Data,None,East Bay
"$1,134,305",4,null,null,Single Family,1969,Detached Garage,No Data,No Data,East Bay
null,4,null,null,Single Family,1925,No Data,No Data,No Data,East Bay
"$359,000",1,1,800,Single Family,1924,No Data,No Data,None,East Bay
"$799,950",3,2,"1,755",Single Family,1923,Detached Garage,Forced air,Evaporative,East Bay
"$731,513",2,null,null,Single Family,1945,No Data,No Data,No Data,East Bay
null,4,2,"1,873",Single Family,1953,Attached Garage,No Data,None,East Bay
"$2,302,759",5,null,null,Single Family,1967,Detached Garage,No Data,No Data,East Bay
"$948,110",3,null,null,Single Family,1959,Detached Garage,No Data,No Data,East Bay
"$525,000",3,2,"1,147",Single Family,1926,No Data,No Data,None,East Bay
"$194,000","8,498 sqft",null,null,null,null,null,null,null,East Bay
"$439,500",2,1,"1,000",Single Family,1948,Detached Garage,Forced air,None,East Bay
"$555,000",2,1,"1,129",Single Family,1939,1 space,Forced air,None,East Bay
"$425,000",4,2,"1,740",Single Family,1946,1 space,No Data,None,East Bay
"$512,825",2,null,null,Single Family,1900,Detached Garage,No Data,No Data,East Bay
"$1,275,065",4,3,"2,903",Condo,2020,2 spaces,Forced air,Central,East Bay
"$175,000","8,712 sqft",null,null,null,null,null,null,null,East Bay
"$996,899",4,null,null,Single Family,2008,Detached Garage,No Data,No Data,East Bay
"$390,000",3,2,"1,306",Single Family,1928,1 space,Forced air,None,East Bay
"$199,500",0.37 acres,null,null,null,null,null,null,null,East Bay
"$480,583",2,null,null,Single Family,1926,Detached Garage,No Data,No Data,East Bay
"$599,000",3,1,"1,221",Single Family,1946,1 space,Gas,Other,East Bay
"$949,000",4,3,"1,931",Single Family,1965,2 spaces,Forced air,None,East Bay
"$459,113",2,null,null,Single Family,1926,Detached Garage,No Data,No Data,East Bay
"$558,864",3,null,null,Single Family,1951,Detached Garage,No Data,No Data,East Bay
"$550,000",2,2,"1,123",Condo,1988,1 space,Forced air,Central,East Bay
"$650,000",3,2,"1,319",Single Family,1939,Attached Garage,No Data,No Data,East Bay
"$612,396",5,null,null,Single Family,1922,Detached Garage,No Data,No Data,East Bay
"$499,000",2,2,558,Single Family,1925,Detached Garage,Baseboard,Other,East Bay
"$444,469",2,null,null,Condo,1982,Detached Garage,No Data,No Data,East Bay
"$365,546",1,1,711,Single Family,1924,Off street,No Data,No Data,East Bay
"$938,551",4,null,null,Single Family,1960,Detached Garage,No Data,No Data,East Bay
"$655,055",3,null,null,Single Family,1945,Detached Garage,No Data,No Data,East Bay
"$1,124,107",4,null,null,Single Family,1967,Detached Garage,No Data,No Data,East Bay
"$99,000",0.26 acres,null,null,null,null,null,null,null,East Bay
"$1,129,434",3,null,null,Single Family,1964,Detached Garage,No Data,None,East Bay
"$700,613",3,2,950,Single Family,1965,Detached Garage,No Data,None,East Bay
"$690,223",3,3,"1,757",Townhouse,1977,Attached Garage,Forced air,Other,East Bay
"$592,459",1,null,null,Single Family,1927,No Data,No Data,No Data,East Bay
"$425,000","4,356 sqft",null,null,null,null,null,null,null,East Bay
"$453,273",1,null,null,Single Family,1927,Detached Garage,No Data,No Data,East Bay
null,3,null,null,Single Family,1923,Detached Garage,No Data,No Data,East Bay
"$1,399,500",3,4,"3,312",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$649,900",2,1,"1,310",Single Family,1926,Detached Garage,No Data,No Data,East Bay
null,3,null,null,Single Family,1923,Detached Garage,No Data,No Data,East Bay
"$755,000",3,2,"1,780",Single Family,1940,1 space,Wall,No Data,East Bay
"$790,078",6,null,null,Single Family,1928,No Data,No Data,No Data,East Bay
"$750,000",--,null,null,Multi Family,1935,No Data,Forced air,Other,East Bay
"$1,011,841",5,3,"1,902",Single Family,1957,Detached Garage,No Data,No Data,East Bay
"$1,251,485",4,null,null,Single Family,1964,Detached Garage,No Data,No Data,East Bay
"$639,000",3,2,"1,410",Single Family,1927,Off street,Forced air,None,East Bay
"$1,600,000",4,2,"2,800",Single Family,1970,2 spaces,Forced air,Central,East Bay
"$1,529,807",4,null,null,Single Family,1972,Detached Garage,Forced air,No Data,East Bay
"$1,099,500",3,3,"2,903",Single Family,2020,2 spaces,No Data,Single Family,East Bay
"$599,000",3,null,null,Multi Family,1922,2 spaces,Gas,Central,East Bay
null,2,null,null,Condo,1985,No Data,No Data,No Data,East Bay
"$495,000",2,2,"1,160",Single Family,1925,Detached Garage,Forced air,Central,East Bay
"$625,000",2,1,"1,056",Single Family,1922,1 space,Wall,No Data,East Bay
"$725,000",2,2,900,Single Family,1924,Detached Garage,No Data,"Other, None",East Bay
"$456,919",2,null,null,Single Family,1926,Detached Garage,No Data,No Data,East Bay
"$566,682",2,null,null,Condo,1986,No Data,No Data,No Data,East Bay
"$689,000",4,3,"1,687",Townhouse,2010,2 spaces,Forced air,Central,East Bay
"$575,000",0.85 acres,null,null,null,null,null,null,null,East Bay
"$2,299,000",2 acres,null,null,null,null,null,null,null,East Bay
"$944,448",5,null,null,Single Family,1955,1 space,No Data,No Data,East Bay
"$430,000",2,1,776,Single Family,1940,No Data,Wall,Central,East Bay
"$476,436",2,null,null,Single Family,1925,Detached Garage,No Data,No Data,East Bay
"$589,000",2,2,"1,092",Single Family,1950,Attached Garage,Forced air,None,East Bay
"$439,000",2,1,828,Single Family,1942,Attached Garage,Forced air,None,East Bay
"$499,000",6,null,null,Multi Family,No Data,2 spaces,No Data,None,East Bay
null,4,3,"2,451",Single Family,1942,Attached Garage,Forced air,None,East Bay
"$215,000","6,438 sqft",null,null,null,null,null,null,null,East Bay
"$1,079,282",--,null,null,Single Family,1976,No Data,No Data,No Data,East Bay
"$680,000",7,null,null,Single Family,1897,Detached Garage,Other,No Data,East Bay
"$507,839",8,5,"1,405",Single Family,1895,Off street,Wall,None,East Bay
"$596,829",2,null,null,Single Family,1898,No Data,No Data,No Data,East Bay
"$800,000",3,2,"1,654",Single Family,1910,No Data,No Data,Central,East Bay
"$1,275,000",--,null,null,Multi Family,1905,Detached Garage,No Data,No Data,East Bay
"$1,695,000","4,804 sqft",null,null,null,null,null,null,null,East Bay
"$399,000",1,1,668,Condo,1974,1 space,Radiant,None,East Bay
"$890,000",--,null,null,Multi Family,1905,3 spaces,No Data,None,East Bay
"$625,000",2,1,808,Single Family,1900,Carport,Wall,No Data,East Bay
null,7,null,null,Single Family,1924,No Data,No Data,No Data,East Bay
"$611,000",3,3,"1,514",Single Family,1898,1 space,Wall,None,East Bay
"$599,000",2,1,"1,057",Single Family,1923,Detached Garage,Forced air,Other,East Bay
"$799,000",3,null,null,Multi Family,1895,No Data,Wall,Central,East Bay
"$799,000",1,null,null,Multi Family,1915,On street,Wall,Other,East Bay
"$1,735,000",6,null,null,Multi Family,1916,2 spaces,Wall,None,East Bay
"$699,000",4,2,"1,890",Single Family,1906,Detached Garage,Wall,None,East Bay
"$1,298,888",--,null,null,Multi Family,1993,No Data,Forced air,None,East Bay
"$479,000",3,2,"1,222",Condo,2004,1 space,Forced air,Other,East Bay
"$639,000",2,2,"1,031",Condo,1974,1 space,Other,None,East Bay
"$623,663",2,null,null,Single Family,1912,Detached Garage,Other,No Data,East Bay
"$1,219,679",4,4,"2,590",Single Family,1924,Attached Garage,Forced air,Central,East Bay
"$590,000",3,1,935,Single Family,1900,3 spaces,Wall,None,East Bay
"$599,000",2,2,"1,054",Condo,1962,1 space,Forced air,Other,East Bay
"$1,099,000",--,null,null,Multi Family,1916,8 spaces,Gas,Central,East Bay
"$1,199,888",11,null,null,Multi Family,1940,5 spaces,No Data,None,East Bay
"$675,000",3,4,"2,596",Single Family,1885,No Data,No Data,None,East Bay
"$805,990",2,3,"1,471",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$567,000",4,3,"1,492",Single Family,2019,On street,Forced air,No Data,East Bay
"$695,000",1,1,735,Condo,2009,1 space,Forced air,Central,East Bay
"$607,822",3,2,"1,586",Single Family,1893,Detached Garage,No Data,No Data,East Bay
"$487,370",1,null,null,Condo,1957,On street,Forced air,No Data,East Bay
null,9,null,null,Apartment,1887,No Data,No Data,No Data,East Bay
"$899,000",3,3,"2,032",Single Family,2020,Attached Garage,Forced air,No Data,East Bay
"$600,000",1,1,"2,120",Single Family,1950,No Data,No Data,None,East Bay
"$999,990",3,3,"1,911",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
null,2,null,null,Single Family,2009,Detached Garage,No Data,No Data,East Bay
"$475,000",1,1,612,Condo,1993,1 space,Electric,None,East Bay
"$998,000",2,3,"1,269",Condo,2009,2 spaces,Forced air,Central,East Bay
"$597,500",1,1,726,Condo,2006,1 space,Forced air,Central,East Bay
"$799,000",2,2,"1,198",Condo,2006,1 space,Forced air,Central,East Bay
"$576,384",1,null,null,Condo,2005,No Data,No Data,No Data,East Bay
"$699,990",2,3,"1,252",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$6,950,000",--,null,null,Multi Family,2018,No Data,"Baseboard, Forced air",Central,East Bay
"$475,000",1,1,576,Condo,2001,No Data,Wall,None,East Bay
"$679,416",1,2,"1,563",Condo,2003,Detached Garage,Forced air,No Data,East Bay
"$631,457",2,null,null,Condo,2006,No Data,No Data,No Data,East Bay
"$959,000",2,2,"1,864",Condo,2003,1 space,Electric,Central,East Bay
"$628,681",3,null,null,Multiple Occupancy,1895,No Data,No Data,No Data,East Bay
"$759,990",3,3,"1,583",Townhouse,2020,1 space,Forced air,Townhouse,East Bay
null,5,null,null,Multi Family,1889,No Data,Wall,Central,East Bay
"$679,990",2,3,"1,580",Townhouse,2020,1 space,Forced air,Townhouse,East Bay
"$955,000",2,2,"1,314",Condo,2003,2 spaces,Baseboard,Central,East Bay
"$399,950",1,1,668,Condo,1974,Carport,Forced air,None,East Bay
"$448,900",1,1,533,Condo,2004,1 space,Forced air,Central,East Bay
"$988,000",2,1,960,Single Family,1890,Detached Garage,No Data,None,East Bay
"$902,998",4,3,"1,789",Single Family,1991,4 spaces,Forced air,Central,East Bay
"$799,999",--,null,null,Multi Family,1890,No Data,No Data,Other,East Bay
"$525,000",1,1,810,Condo,1976,1 space,No Data,None,East Bay
"$1,699,888",7,5,"4,200",Multi Family,1894,"Off street, On street",Forced air,None,East Bay
null,4,null,null,Multi Family,1883,Detached Garage,No Data,No Data,East Bay
"$639,000",1,null,null,Condo,2006,"Off street, Detached Garage",No Data,No Data,East Bay
"$999,990",3,3,"1,911",Townhouse,2020,2 spaces,Forced air,Townhouse,East Bay
"$599,000",3,3,"1,300",Townhouse,1996,1 space,Electric,None,East Bay
"$749,000",6,null,null,Multi Family,1895,No Data,Wall,Central,East Bay
"$289,000","3,367 sqft",null,null,null,null,null,null,null,East Bay
"$3,088,000",--,null,null,Multi Family,1907,No Data,Gas,Wall,East Bay
"$769,370",3,null,null,Single Family,1894,Detached Garage,No Data,No Data,East Bay
"$1,050,000",3,3,"1,993",Single Family,2005,Detached Garage,No Data,None,East Bay
"$689,000",1,1,735,Condo,2009,1 space,Forced air,Central,East Bay
"$499,000",1,1,641,Condo,1975,1 space,Radiant,None,East Bay
"$1,500,000",3,3,"3,000",Single Family,1917,Off street,Forced air,None,East Bay
"$912,269",7,6,"1,371",Single Family,1914,Off street,Other,No Data,East Bay
"$741,519",2,null,null,Condo,1962,No Data,No Data,No Data,East Bay
"$519,000",2,2,792,Condo,1968,1 space,Electric,None,East Bay
"$495,000",2,1,812,Condo,1966,1 space,Electric,None,East Bay
"$428,888",1,1,591,Condo,1970,1 space,Radiant,None,East Bay
"$799,000",3,2,"1,810",Condo,1972,1 space,Other,Central,East Bay
"$3,500,000",--,null,null,Multi Family,1957,10 spaces,Forced air,Central,East Bay
"$1,349,000",3,2,"1,783",Single Family,1926,No Data,Forced air,Central,East Bay
"$1,695,000",4,4,"2,753",Single Family,1924,1 space,Forced air,Central,East Bay
"$1,450,000",--,null,null,Single Family,1921,No Data,No Data,No Data,East Bay
"$628,000",2,2,970,Condo,1972,1 space,Electric,None,East Bay
"$2,000,000",7,null,null,Multi Family,1926,4 spaces,Forced air,None,East Bay
"$1,595,000",4,null,null,Single Family,1947,Attached Garage,Forced air,Central,East Bay
"$618,500",1,1,916,Condo,1920,1 space,Forced air,None,East Bay
"$1,885,000",5,3,"3,100",Single Family,1914,Detached Garage,No Data,Central,East Bay
"$1,688,888",4,3,"2,487",Single Family,2017,Attached Garage,Forced air,None,East Bay
"$899,000",2,2,"1,410",Condo,1973,1 space,Radiant,Other,East Bay
"$775,000",2,2,"1,027",Condo,1971,1 space,Wall,None,East Bay
"$625,991",2,null,null,Condo,1973,No Data,No Data,No Data,East Bay
"$824,277",2,null,null,Condo,1951,No Data,No Data,No Data,East Bay
"$1,100,000",--,null,null,Multi Family,1916,No Data,No Data,No Data,East Bay
"$1,189,000",3,2,"1,766",Single Family,1926,1 space,Forced air,None,East Bay
"$598,000",2,1,714,Condo,1971,1 space,Wall,Central,East Bay
"$707,828",2,null,null,Condo,1971,1 space,Electric,"Wall, None",East Bay
"$975,000",6,null,null,Multi Family,1923,3 spaces,"Forced air, Wall",Central,East Bay
"$806,003",2,null,null,Condo,1985,Detached Garage,No Data,No Data,East Bay
"$819,000",3,2,"1,615",Single Family,1955,On street,Forced air,Other,East Bay
